Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Churn
0.0,0.0,35.0,0,2760.0,65.0,0.0,26.0,0
,0.0,35.0,0,,22.0,,,0
2.0,0.0,34.0,0,,104.0,112.0,41.0,0
,,,0,12758.0,152.0,0.0,,0
0.0,0.0,35.0,0,3500.0,66.0,0.0,23.0,0
0.0,0.0,35.0,0,4903.0,78.0,,10.0,0
0.0,,35.0,0,1223.0,,0.0,,0
14.0,0.0,35.0,1,,208.0,22.0,,0
0.0,0.0,35.0,0,2080.0,,451.0,6.0,0
0.0,,34.0,0,14470.0,,,,0
0.0,0.0,,0,5485.0,,,24.0,0
0.0,0.0,34.0,0,0.0,0.0,,0.0,0
0.0,0.0,35.0,0,0.0,0.0,0.0,0.0,0
0.0,,34.0,0,0.0,0.0,0.0,0.0,1
0.0,0.0,34.0,0,6493.0,,352.0,41.0,0
0.0,0.0,34.0,0,,137.0,0.0,45.0,0
0.0,,34.0,0,,58.0,76.0,35.0,0
,1.0,30.0,0,,0.0,,0.0,1
10.0,,33.0,6,9420.0,76.0,0.0,40.0,0
2.0,,33.0,0,4803.0,81.0,0.0,22.0,1
,0.0,,0,1825.0,5.0,0.0,12.0,0
0.0,0.0,32.0,0,1975.0,24.0,0.0,14.0,1
,0.0,,0,1253.0,27.0,2.0,29.0,1
0.0,1.0,33.0,0,0.0,0.0,0.0,,1
0.0,,,0,653.0,,0.0,4.0,0
0.0,0.0,30.0,0,5770.0,80.0,,20.0,0
,,33.0,0,,,,0.0,1
0.0,,,0,0.0,0.0,0.0,0.0,0
,0.0,28.0,1,15060.0,221.0,0.0,,0
0.0,0.0,31.0,1,5950.0,99.0,239.0,31.0,0
0.0,0.0,33.0,0,2703.0,65.0,0.0,26.0,0
0.0,0.0,32.0,0,650.0,27.0,,18.0,0
0.0,0.0,33.0,0,1765.0,36.0,143.0,21.0,0
0.0,0.0,24.0,0,300.0,19.0,161.0,9.0,0
0.0,0.0,23.0,0,553.0,22.0,0.0,66.0,0
0.0,,24.0,0,0.0,0.0,0.0,0.0,0
0.0,0.0,23.0,0,0.0,0.0,,0.0,0
0.0,0.0,22.0,0,210.0,15.0,0.0,11.0,0
0.0,0.0,22.0,0,2210.0,44.0,0.0,21.0,0
0.0,0.0,15.0,0,,9.0,0.0,12.0,0
,0.0,14.0,0,5377.0,,53.0,40.0,0
1.0,0.0,12.0,0,,,41.0,38.0,0
0.0,0.0,13.0,1,1837.0,28.0,0.0,,0
0.0,0.0,6.0,0,3375.0,,183.0,8.0,0
0.0,0.0,6.0,0,472.0,2.0,0.0,,1
3.0,0.0,36.0,0,4065.0,65.0,0.0,,0
0.0,,37.0,0,,0.0,0.0,0.0,0
,0.0,35.0,0,2148.0,54.0,,22.0,0
5.0,0.0,36.0,0,3893.0,60.0,,33.0,0
0.0,0.0,36.0,0,2088.0,52.0,0.0,31.0,0
6.0,0.0,36.0,0,3470.0,76.0,,26.0,0
0.0,,36.0,0,2055.0,33.0,278.0,16.0,0
,0.0,35.0,1,8810.0,115.0,137.0,41.0,0
2.0,0.0,,0,13468.0,163.0,,,0
2.0,0.0,36.0,0,4210.0,77.0,,,0
1.0,0.0,36.0,0,5613.0,89.0,0.0,10.0,0
4.0,,36.0,0,1933.0,,1.0,15.0,0
20.0,0.0,36.0,2,14835.0,219.0,47.0,30.0,0
0.0,0.0,36.0,0,,21.0,,6.0,0
4.0,0.0,35.0,0,15180.0,176.0,143.0,28.0,0
0.0,0.0,35.0,0,6195.0,80.0,,,0
,,35.0,0,570.0,,0.0,9.0,0
0.0,0.0,36.0,0,405.0,,6.0,6.0,0
,1.0,35.0,0,0.0,0.0,0.0,0.0,1
0.0,0.0,35.0,0,7203.0,121.0,,41.0,0
2.0,0.0,35.0,0,,148.0,4.0,45.0,0
3.0,0.0,35.0,0,6413.0,,101.0,35.0,0
18.0,0.0,31.0,0,650.0,41.0,9.0,15.0,1
16.0,0.0,,7,10130.0,87.0,,40.0,0
8.0,0.0,,0,5513.0,,,22.0,1
0.0,,32.0,0,2535.0,16.0,0.0,,0
4.0,0.0,33.0,0,,35.0,2.0,14.0,1
4.0,1.0,34.0,0,1963.0,38.0,27.0,29.0,1
0.0,0.0,34.0,0,0.0,0.0,0.0,0.0,1
0.0,0.0,34.0,0,1363.0,,0.0,,0
0.0,0.0,31.0,0,6480.0,91.0,7.0,20.0,0
0.0,1.0,34.0,0,323.0,1.0,2.0,,1
,0.0,34.0,0,0.0,0.0,,0.0,0
20.0,0.0,29.0,2,15770.0,232.0,,78.0,0
1.0,,32.0,2,6660.0,110.0,264.0,31.0,0
0.0,0.0,34.0,0,3413.0,76.0,0.0,,0
0.0,0.0,33.0,0,1360.0,38.0,31.0,18.0,0
1.0,0.0,34.0,0,2475.0,47.0,168.0,21.0,0
,0.0,25.0,0,,30.0,186.0,9.0,0
0.0,,24.0,0,,,,66.0,0
6.0,0.0,25.0,0,395.0,19.0,3.0,5.0,0
0.0,0.0,24.0,0,520.0,4.0,14.0,1.0,0
5.0,0.0,23.0,0,920.0,26.0,12.0,,0
0.0,0.0,23.0,0,2920.0,55.0,,21.0,0
0.0,0.0,,0,,20.0,,,0
11.0,0.0,15.0,0,,,78.0,,0
7.0,0.0,,0,8627.0,165.0,66.0,38.0,0
,,14.0,2,,39.0,,17.0,0
0.0,0.0,,0,4085.0,34.0,208.0,8.0,0
,0.0,7.0,0,1182.0,,0.0,5.0,1
3.0,0.0,36.0,0,4065.0,,,15.0,0
0.0,0.0,37.0,0,0.0,,0.0,0.0,0
5.0,0.0,,0,2148.0,54.0,352.0,22.0,0
5.0,0.0,36.0,0,3893.0,60.0,0.0,33.0,0
,0.0,36.0,0,,52.0,0.0,31.0,0
6.0,,36.0,0,3470.0,76.0,25.0,26.0,0
0.0,0.0,36.0,0,2055.0,33.0,278.0,16.0,0
8.0,0.0,,1,8810.0,115.0,137.0,41.0,0
2.0,0.0,36.0,0,13468.0,163.0,0.0,42.0,0
2.0,0.0,36.0,0,,77.0,0.0,23.0,0
,,36.0,0,5613.0,89.0,,,0
4.0,0.0,36.0,0,1933.0,48.0,1.0,15.0,0
20.0,0.0,36.0,2,14835.0,219.0,47.0,,0
0.0,0.0,36.0,0,2790.0,21.0,476.0,6.0,0
4.0,0.0,35.0,0,15180.0,176.0,,,0
0.0,0.0,,0,6195.0,80.0,179.0,24.0,0
,0.0,,0,570.0,,,9.0,0
,,36.0,0,405.0,,,6.0,0
0.0,0.0,35.0,0,0.0,0.0,0.0,0.0,1
0.0,0.0,35.0,0,7203.0,121.0,377.0,,0
2.0,0.0,35.0,0,11160.0,148.0,4.0,45.0,0
,0.0,,0,6413.0,,101.0,35.0,0
18.0,1.0,,0,650.0,41.0,9.0,15.0,1
16.0,0.0,34.0,7,10130.0,87.0,0.0,40.0,0
8.0,,34.0,0,,92.0,19.0,22.0,1
0.0,0.0,32.0,0,2535.0,16.0,0.0,12.0,0
4.0,1.0,33.0,0,2685.0,,,14.0,1
4.0,,34.0,0,1963.0,38.0,27.0,29.0,1
0.0,1.0,34.0,0,,0.0,0.0,,1
0.0,0.0,34.0,0,1363.0,19.0,0.0,4.0,0
0.0,0.0,31.0,0,6480.0,91.0,7.0,20.0,0
0.0,,34.0,0,,1.0,2.0,,1
0.0,0.0,34.0,0,0.0,,0.0,0.0,0
,0.0,29.0,2,15770.0,232.0,0.0,78.0,0
1.0,0.0,32.0,2,6660.0,110.0,264.0,31.0,0
0.0,,34.0,0,3413.0,76.0,0.0,26.0,0
,0.0,33.0,0,1360.0,38.0,31.0,18.0,0
1.0,,34.0,0,2475.0,47.0,168.0,,0
,0.0,25.0,0,1010.0,30.0,186.0,9.0,0
0.0,0.0,24.0,0,1263.0,,23.0,66.0,0
6.0,0.0,25.0,0,,19.0,3.0,5.0,0
0.0,,24.0,0,520.0,4.0,14.0,,0
5.0,0.0,23.0,0,,26.0,12.0,11.0,0
0.0,0.0,,0,2920.0,55.0,1.0,21.0,0
0.0,0.0,16.0,0,1390.0,20.0,21.0,12.0,0
11.0,0.0,15.0,0,6087.0,,,,0
7.0,0.0,13.0,0,8627.0,165.0,66.0,38.0,0
3.0,0.0,,2,2547.0,,24.0,,0
0.0,0.0,,0,4085.0,34.0,,8.0,0
,0.0,7.0,0,1182.0,13.0,0.0,,1
13.0,0.0,40.0,1,4675.0,77.0,12.0,19.0,0
5.0,0.0,41.0,0,,,14.0,6.0,0
15.0,,39.0,1,2758.0,66.0,366.0,,0
,,40.0,1,,72.0,8.0,,0
8.0,0.0,,1,2698.0,,9.0,35.0,0
16.0,,40.0,2,,88.0,39.0,30.0,0
9.0,0.0,40.0,1,2665.0,45.0,292.0,20.0,0
18.0,,,3,9420.0,127.0,151.0,45.0,0
12.0,0.0,,1,14078.0,175.0,7.0,46.0,0
12.0,0.0,40.0,2,,,9.0,27.0,0
11.0,0.0,40.0,1,,,14.0,14.0,0
14.0,1.0,40.0,0,2543.0,60.0,15.0,19.0,0
,,40.0,4,15445.0,231.0,61.0,34.0,0
9.0,0.0,40.0,2,3400.0,33.0,490.0,10.0,0
14.0,0.0,39.0,1,,,157.0,,0
8.0,0.0,,2,,92.0,193.0,28.0,0
5.0,0.0,39.0,0,1180.0,20.0,,13.0,0
7.0,0.0,40.0,0,1015.0,20.0,20.0,10.0,0
,0.0,,0,305.0,6.0,,2.0,1
8.0,,39.0,1,7813.0,133.0,,45.0,0
12.0,0.0,39.0,2,11770.0,160.0,18.0,,0
13.0,,39.0,2,7023.0,81.0,115.0,,0
28.0,0.0,35.0,0,1260.0,,,19.0,1
26.0,0.0,38.0,9,10740.0,99.0,,,0
18.0,0.0,,2,,104.0,33.0,26.0,0
6.0,0.0,36.0,1,3145.0,28.0,7.0,16.0,0
,1.0,,0,3295.0,47.0,16.0,18.0,1
14.0,1.0,38.0,0,2573.0,50.0,41.0,33.0,1
5.0,,,0,438.0,8.0,7.0,4.0,1
6.0,0.0,38.0,1,1973.0,31.0,7.0,8.0,0
8.0,,,2,7090.0,103.0,21.0,24.0,0
,0.0,38.0,0,933.0,,16.0,6.0,1
5.0,,,2,643.0,10.0,11.0,4.0,0
30.0,0.0,33.0,4,,,,82.0,0
11.0,,36.0,4,7270.0,,278.0,,0
7.0,0.0,38.0,1,4023.0,88.0,9.0,,0
,0.0,37.0,0,1970.0,50.0,45.0,22.0,0
11.0,0.0,38.0,1,3085.0,59.0,182.0,25.0,0
9.0,0.0,29.0,2,1620.0,42.0,200.0,13.0,0
9.0,0.0,,1,1873.0,,37.0,70.0,0
16.0,,,0,1005.0,31.0,,9.0,0
,,28.0,0,1130.0,16.0,,5.0,0
15.0,0.0,27.0,1,1530.0,38.0,26.0,15.0,0
7.0,0.0,27.0,1,3530.0,67.0,15.0,25.0,0
,0.0,20.0,1,,32.0,35.0,16.0,0
,,19.0,2,6698.0,,92.0,44.0,0
17.0,0.0,17.0,1,9238.0,177.0,80.0,42.0,0
13.0,0.0,18.0,4,3158.0,51.0,38.0,21.0,0
7.0,0.0,11.0,2,4695.0,46.0,222.0,12.0,0
8.0,1.0,11.0,2,,25.0,7.0,9.0,1
16.0,0.0,,2,4735.0,,,21.0,0
,0.0,43.0,2,683.0,14.0,,8.0,0
18.0,0.0,,2,2818.0,69.0,371.0,28.0,0
18.0,0.0,42.0,2,4563.0,,,39.0,0
11.0,0.0,42.0,2,2758.0,67.0,14.0,37.0,0
,0.0,42.0,3,4140.0,91.0,44.0,,0
12.0,,42.0,2,2725.0,48.0,297.0,22.0,0
21.0,0.0,,4,9480.0,,156.0,47.0,0
,0.0,42.0,2,14138.0,178.0,12.0,48.0,0
15.0,0.0,42.0,3,4880.0,92.0,,29.0,0
14.0,0.0,42.0,2,6283.0,104.0,19.0,16.0,0
17.0,0.0,,2,2603.0,63.0,,21.0,0
,,42.0,5,15505.0,234.0,66.0,36.0,0
12.0,0.0,42.0,3,3460.0,36.0,495.0,12.0,0
17.0,0.0,41.0,2,15850.0,191.0,,34.0,0
11.0,0.0,41.0,3,6865.0,95.0,,30.0,0
8.0,0.0,41.0,2,1240.0,23.0,12.0,15.0,0
,0.0,,2,1075.0,23.0,,12.0,0
8.0,0.0,41.0,2,365.0,9.0,12.0,,1
11.0,0.0,41.0,2,7873.0,136.0,396.0,47.0,0
15.0,0.0,41.0,3,11830.0,163.0,23.0,51.0,0
16.0,0.0,41.0,3,7083.0,84.0,120.0,41.0,0
31.0,,37.0,2,1320.0,,,,1
29.0,1.0,40.0,10,10800.0,102.0,,,0
21.0,0.0,40.0,3,6183.0,107.0,,28.0,0
9.0,0.0,38.0,2,3205.0,31.0,,18.0,0
17.0,1.0,39.0,2,3355.0,50.0,21.0,20.0,1
17.0,,40.0,2,2633.0,53.0,46.0,35.0,1
8.0,0.0,40.0,2,498.0,11.0,12.0,6.0,1
9.0,0.0,40.0,2,2033.0,34.0,12.0,,0
11.0,0.0,37.0,3,7150.0,106.0,26.0,26.0,0
8.0,1.0,40.0,2,993.0,16.0,,8.0,1
,,40.0,3,703.0,13.0,16.0,6.0,0
33.0,0.0,35.0,5,16440.0,247.0,,84.0,0
14.0,0.0,,5,7330.0,125.0,283.0,37.0,0
,0.0,40.0,2,4083.0,91.0,14.0,32.0,0
,0.0,39.0,2,2030.0,53.0,50.0,24.0,0
14.0,0.0,40.0,2,,62.0,,27.0,0
,0.0,31.0,3,1680.0,45.0,205.0,15.0,0
12.0,0.0,,2,1933.0,48.0,42.0,,0
19.0,0.0,31.0,2,1065.0,,22.0,,0
,0.0,30.0,2,1190.0,19.0,33.0,7.0,0
18.0,0.0,29.0,2,1590.0,41.0,,17.0,0
10.0,,,2,3590.0,,20.0,27.0,0
10.0,0.0,,2,,35.0,40.0,18.0,0
24.0,0.0,21.0,3,6758.0,150.0,,46.0,0
,0.0,19.0,2,9298.0,180.0,,44.0,0
16.0,0.0,20.0,5,3218.0,54.0,43.0,,0
,0.0,13.0,3,4755.0,49.0,227.0,14.0,0
11.0,1.0,13.0,3,1853.0,28.0,,,1
10.0,0.0,38.0,1,4615.0,74.0,7.0,17.0,0
,,,0,,8.0,9.0,4.0,0
12.0,0.0,37.0,1,2698.0,63.0,361.0,24.0,0
,0.0,38.0,1,,69.0,,35.0,0
,,38.0,1,2638.0,61.0,,33.0,0
13.0,0.0,,1,4020.0,85.0,34.0,,0
6.0,,38.0,1,2605.0,42.0,,18.0,0
15.0,,37.0,2,9360.0,124.0,146.0,43.0,0
,0.0,,1,14018.0,172.0,7.0,44.0,0
9.0,0.0,,1,4760.0,86.0,7.0,25.0,0
8.0,0.0,38.0,1,,,9.0,12.0,0
11.0,0.0,38.0,0,2483.0,57.0,10.0,17.0,0
27.0,,38.0,3,15385.0,228.0,56.0,32.0,0
6.0,,,1,3340.0,30.0,485.0,8.0,0
11.0,,37.0,1,15730.0,185.0,152.0,,0
,0.0,37.0,1,6745.0,89.0,188.0,26.0,0
5.0,,37.0,0,1120.0,17.0,7.0,11.0,0
,0.0,38.0,0,955.0,17.0,15.0,,0
5.0,0.0,,0,305.0,6.0,7.0,2.0,1
5.0,0.0,37.0,1,7753.0,130.0,,,0
9.0,0.0,,1,11710.0,157.0,13.0,47.0,0
10.0,0.0,,1,6963.0,78.0,110.0,37.0,0
25.0,1.0,,0,1200.0,50.0,,17.0,1
,,36.0,8,10680.0,,,42.0,0
15.0,,36.0,1,6063.0,101.0,28.0,24.0,0
,0.0,,1,3085.0,,7.0,14.0,0
11.0,0.0,35.0,0,3235.0,44.0,11.0,16.0,1
,1.0,36.0,0,2513.0,47.0,,31.0,1
5.0,,,0,305.0,6.0,,2.0,1
5.0,0.0,36.0,1,,28.0,,6.0,0
5.0,,33.0,1,,100.0,16.0,22.0,0
5.0,0.0,36.0,0,873.0,10.0,11.0,4.0,1
,0.0,,1,305.0,6.0,7.0,2.0,0
27.0,0.0,,3,16320.0,241.0,,80.0,0
,,,3,7210.0,119.0,273.0,33.0,0
5.0,0.0,36.0,1,3963.0,85.0,7.0,,0
5.0,0.0,35.0,0,1910.0,,40.0,20.0,0
8.0,0.0,36.0,1,3025.0,56.0,177.0,23.0,0
6.0,0.0,27.0,1,1560.0,39.0,,11.0,0
6.0,0.0,26.0,1,1813.0,42.0,,68.0,0
,0.0,27.0,0,945.0,28.0,12.0,,0
5.0,0.0,26.0,0,1070.0,13.0,23.0,3.0,0
12.0,0.0,25.0,1,,35.0,21.0,13.0,0
5.0,0.0,25.0,1,3470.0,64.0,10.0,23.0,0
5.0,0.0,18.0,1,1940.0,29.0,30.0,14.0,0
18.0,0.0,17.0,1,6638.0,144.0,87.0,,0
14.0,0.0,15.0,1,9178.0,,75.0,40.0,0
,0.0,16.0,3,3098.0,48.0,33.0,19.0,0
,0.0,9.0,1,,43.0,217.0,,0
,1.0,9.0,1,1733.0,22.0,7.0,7.0,1
14.0,0.0,44.0,2,4755.0,,22.0,23.0,0
6.0,,,0,703.0,13.0,24.0,10.0,0
16.0,0.0,43.0,2,2838.0,68.0,376.0,30.0,0
16.0,,44.0,2,4583.0,,18.0,41.0,0
9.0,0.0,,2,2778.0,66.0,19.0,,0
17.0,0.0,44.0,3,4160.0,90.0,49.0,34.0,0
10.0,0.0,44.0,2,2745.0,,,24.0,0
19.0,0.0,43.0,4,9500.0,,161.0,49.0,0
13.0,0.0,44.0,2,14158.0,177.0,17.0,50.0,0
13.0,0.0,44.0,3,,91.0,19.0,31.0,0
12.0,0.0,44.0,2,6303.0,103.0,24.0,18.0,0
15.0,,44.0,0,2623.0,62.0,25.0,,0
31.0,,44.0,5,15525.0,233.0,71.0,38.0,0
10.0,0.0,,3,,,500.0,14.0,0
15.0,0.0,,2,15870.0,190.0,167.0,36.0,0
9.0,0.0,43.0,3,,94.0,203.0,32.0,0
,0.0,,0,,,,,0
8.0,0.0,44.0,0,1095.0,22.0,30.0,,0
6.0,0.0,,0,,,17.0,6.0,1
,0.0,43.0,2,7893.0,,401.0,49.0,0
13.0,0.0,43.0,3,11850.0,,28.0,,0
14.0,0.0,43.0,3,7103.0,83.0,,,0
29.0,1.0,39.0,0,1340.0,55.0,33.0,23.0,1
27.0,,42.0,10,10820.0,101.0,18.0,,0
19.0,0.0,42.0,3,6203.0,106.0,43.0,30.0,0
7.0,,40.0,2,3225.0,30.0,17.0,,0
,,41.0,0,3375.0,49.0,,,1
15.0,1.0,42.0,0,2653.0,,51.0,37.0,1
6.0,0.0,42.0,0,518.0,10.0,17.0,8.0,1
7.0,0.0,42.0,2,2053.0,33.0,17.0,,0
9.0,0.0,39.0,3,7170.0,,31.0,28.0,0
,1.0,42.0,0,1013.0,15.0,26.0,,1
6.0,0.0,42.0,3,723.0,12.0,,8.0,0
31.0,,37.0,5,16460.0,246.0,17.0,86.0,0
12.0,0.0,40.0,5,7350.0,124.0,288.0,39.0,0
8.0,0.0,42.0,2,,90.0,,34.0,0
9.0,1.0,41.0,0,,,,26.0,0
12.0,,42.0,2,,61.0,192.0,29.0,0
10.0,0.0,,3,1700.0,44.0,210.0,17.0,0
10.0,0.0,,2,1953.0,47.0,47.0,,0
17.0,0.0,33.0,0,,33.0,27.0,13.0,0
6.0,0.0,,0,1210.0,18.0,38.0,9.0,0
16.0,0.0,31.0,2,1610.0,40.0,36.0,19.0,0
8.0,0.0,31.0,2,3610.0,69.0,25.0,29.0,0
8.0,0.0,24.0,2,2080.0,34.0,45.0,20.0,0
22.0,0.0,23.0,3,6778.0,149.0,,48.0,0
18.0,,21.0,2,9318.0,179.0,90.0,46.0,0
,,22.0,5,3238.0,53.0,48.0,25.0,0
,,15.0,3,4775.0,48.0,,16.0,0
9.0,1.0,15.0,3,,,17.0,13.0,1
,,36.0,1,4595.0,,7.0,15.0,0
5.0,,37.0,0,305.0,6.0,7.0,,0
14.0,0.0,35.0,1,2678.0,64.0,356.0,22.0,0
14.0,,36.0,1,4423.0,,,,0
,0.0,,1,2618.0,62.0,7.0,31.0,0
15.0,0.0,36.0,1,4000.0,86.0,29.0,26.0,0
8.0,0.0,36.0,1,,43.0,282.0,,0
17.0,0.0,35.0,2,9340.0,,141.0,41.0,0
11.0,0.0,,1,,173.0,,42.0,0
11.0,0.0,36.0,1,4740.0,87.0,7.0,23.0,0
10.0,,36.0,1,6143.0,99.0,7.0,10.0,0
13.0,0.0,36.0,0,,58.0,7.0,15.0,0
29.0,0.0,36.0,3,15365.0,,51.0,,0
8.0,0.0,36.0,1,3320.0,31.0,480.0,6.0,0
13.0,0.0,35.0,1,15710.0,,147.0,28.0,0
7.0,0.0,35.0,1,6725.0,90.0,183.0,24.0,0
,0.0,35.0,0,1100.0,,7.0,,0
,0.0,,0,,18.0,10.0,6.0,0
5.0,0.0,35.0,0,305.0,6.0,7.0,2.0,1
7.0,0.0,35.0,1,7733.0,,,41.0,0
11.0,0.0,35.0,1,11690.0,158.0,8.0,45.0,0
12.0,,35.0,1,6943.0,,,,0
27.0,1.0,31.0,0,1180.0,51.0,,15.0,1
25.0,0.0,34.0,8,10660.0,97.0,7.0,,0
17.0,0.0,34.0,1,6043.0,102.0,23.0,22.0,0
5.0,0.0,32.0,1,3065.0,26.0,7.0,12.0,0
13.0,1.0,33.0,0,3215.0,45.0,7.0,14.0,1
13.0,1.0,34.0,0,2493.0,48.0,,,1
5.0,,,0,305.0,6.0,7.0,2.0,1
5.0,0.0,34.0,1,1893.0,29.0,7.0,4.0,0
7.0,0.0,31.0,1,7010.0,,11.0,,0
,0.0,34.0,0,305.0,6.0,7.0,,1
5.0,0.0,,1,305.0,6.0,,2.0,0
29.0,,29.0,3,,242.0,7.0,,0
10.0,0.0,32.0,3,7190.0,,268.0,31.0,0
,0.0,,1,,86.0,7.0,26.0,0
,0.0,33.0,0,1890.0,48.0,35.0,18.0,0
10.0,0.0,34.0,1,,57.0,172.0,21.0,0
8.0,0.0,25.0,1,1540.0,40.0,190.0,9.0,0
8.0,0.0,24.0,1,,43.0,27.0,66.0,0
15.0,0.0,25.0,0,925.0,29.0,7.0,5.0,0
5.0,,24.0,0,,6.0,18.0,,0
14.0,0.0,23.0,1,1450.0,36.0,,11.0,0
6.0,0.0,23.0,1,3450.0,65.0,7.0,21.0,0
,0.0,16.0,1,1920.0,,25.0,12.0,0
20.0,0.0,15.0,1,6618.0,145.0,82.0,40.0,0
16.0,0.0,13.0,1,,,70.0,38.0,0
12.0,0.0,14.0,3,3078.0,49.0,28.0,17.0,0
6.0,0.0,7.0,1,4615.0,44.0,,8.0,0
7.0,1.0,7.0,1,1713.0,,7.0,5.0,1
,0.0,46.0,2,4935.0,87.0,27.0,25.0,0
10.0,0.0,47.0,0,883.0,21.0,29.0,12.0,0
,0.0,45.0,2,3018.0,76.0,381.0,32.0,0
20.0,,,2,4763.0,82.0,23.0,43.0,0
,,46.0,2,2958.0,74.0,24.0,,0
21.0,,46.0,3,4340.0,98.0,,36.0,0
14.0,0.0,46.0,2,2925.0,55.0,307.0,,0
23.0,,45.0,4,,137.0,,51.0,0
17.0,,46.0,2,,185.0,22.0,52.0,0
17.0,0.0,46.0,3,5080.0,99.0,24.0,,0
,0.0,,2,,111.0,29.0,,0
,0.0,46.0,0,2803.0,,,25.0,0
,0.0,,5,15705.0,241.0,,40.0,0
14.0,0.0,,3,,,505.0,16.0,0
,0.0,,2,16050.0,198.0,172.0,38.0,0
,,45.0,3,7065.0,102.0,208.0,34.0,0
10.0,0.0,45.0,0,1440.0,,22.0,19.0,0
12.0,0.0,46.0,0,,30.0,35.0,16.0,0
10.0,0.0,,0,565.0,16.0,,8.0,1
,0.0,45.0,2,8073.0,143.0,406.0,,0
17.0,0.0,45.0,3,12030.0,170.0,,55.0,0
18.0,,45.0,3,,91.0,130.0,45.0,0
33.0,1.0,41.0,0,1520.0,63.0,,25.0,1
31.0,0.0,,10,11000.0,,23.0,50.0,0
23.0,0.0,44.0,3,,,48.0,32.0,0
11.0,0.0,,2,3405.0,,22.0,22.0,0
,,43.0,0,3555.0,57.0,31.0,24.0,1
19.0,1.0,,0,2833.0,60.0,56.0,39.0,1
10.0,0.0,44.0,0,698.0,,22.0,10.0,1
11.0,0.0,44.0,2,,41.0,22.0,14.0,0
13.0,0.0,41.0,3,7350.0,113.0,36.0,30.0,0
10.0,1.0,44.0,0,1193.0,23.0,31.0,12.0,1
10.0,0.0,44.0,3,903.0,20.0,,10.0,0
,0.0,39.0,5,16640.0,254.0,22.0,88.0,0
16.0,1.0,42.0,5,,,293.0,41.0,0
12.0,,44.0,2,4283.0,,,36.0,0
13.0,0.0,43.0,0,2230.0,60.0,,28.0,0
,,44.0,2,3345.0,,,31.0,0
14.0,0.0,35.0,3,1880.0,,215.0,,0
14.0,0.0,34.0,2,2133.0,55.0,52.0,76.0,0
21.0,0.0,35.0,0,1265.0,41.0,32.0,15.0,0
,,,0,1390.0,26.0,43.0,11.0,0
20.0,0.0,33.0,2,1790.0,,41.0,21.0,0
12.0,0.0,33.0,2,3790.0,77.0,30.0,31.0,0
12.0,0.0,26.0,2,2260.0,42.0,50.0,22.0,0
26.0,0.0,25.0,3,6958.0,157.0,107.0,50.0,0
22.0,0.0,23.0,2,9498.0,187.0,95.0,48.0,0
,0.0,24.0,5,3418.0,,53.0,,0
12.0,,17.0,3,4955.0,56.0,237.0,18.0,0
13.0,0.0,17.0,3,,35.0,22.0,15.0,1
8.0,,34.0,1,4415.0,67.0,7.0,13.0,0
5.0,0.0,35.0,0,305.0,6.0,7.0,2.0,0
10.0,0.0,33.0,1,2498.0,56.0,351.0,,0
10.0,0.0,34.0,1,4243.0,62.0,7.0,31.0,0
5.0,0.0,34.0,1,2438.0,54.0,7.0,,0
11.0,0.0,34.0,1,3820.0,78.0,,24.0,0
5.0,0.0,34.0,1,,35.0,,,0
13.0,0.0,33.0,2,9160.0,,136.0,,0
7.0,0.0,34.0,1,13818.0,165.0,,40.0,0
7.0,0.0,34.0,1,4560.0,,7.0,21.0,0
6.0,0.0,34.0,1,5963.0,91.0,7.0,8.0,0
9.0,0.0,34.0,0,2283.0,,7.0,13.0,0
,0.0,34.0,3,,221.0,46.0,28.0,0
5.0,0.0,34.0,1,3140.0,23.0,475.0,4.0,0
9.0,0.0,33.0,1,15530.0,178.0,142.0,26.0,0
5.0,,33.0,1,6545.0,,178.0,22.0,0
5.0,0.0,33.0,0,920.0,10.0,,7.0,0
5.0,0.0,34.0,0,,,7.0,,0
5.0,,33.0,0,305.0,,7.0,2.0,1
5.0,0.0,33.0,1,7553.0,123.0,376.0,39.0,0
7.0,0.0,,1,11510.0,,7.0,43.0,0
,0.0,,1,6763.0,,100.0,33.0,0
23.0,0.0,29.0,0,1000.0,43.0,8.0,13.0,1
,0.0,32.0,8,10480.0,89.0,,38.0,0
,0.0,32.0,1,5863.0,94.0,18.0,20.0,1
5.0,0.0,30.0,1,2885.0,18.0,7.0,10.0,0
9.0,0.0,31.0,0,3035.0,37.0,7.0,12.0,1
,1.0,32.0,0,2313.0,40.0,26.0,27.0,1
5.0,0.0,32.0,0,305.0,6.0,7.0,,1
,0.0,32.0,1,,6.0,7.0,2.0,0
5.0,0.0,29.0,1,6830.0,93.0,7.0,18.0,0
5.0,0.0,32.0,0,305.0,,7.0,2.0,1
5.0,0.0,32.0,1,305.0,6.0,7.0,2.0,1
25.0,,27.0,3,16120.0,234.0,7.0,76.0,0
6.0,0.0,,3,7010.0,112.0,,29.0,0
,0.0,32.0,1,3763.0,78.0,7.0,,0
5.0,0.0,,0,1710.0,,30.0,16.0,0
6.0,0.0,,1,2825.0,49.0,167.0,19.0,0
,0.0,23.0,1,1360.0,32.0,185.0,7.0,0
5.0,0.0,22.0,1,1613.0,,22.0,64.0,0
11.0,0.0,23.0,0,745.0,21.0,7.0,3.0,0
5.0,0.0,22.0,0,305.0,,13.0,2.0,0
